,custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,filter_$
1055,7709-ANYDPO-S7H,Zone 5,"< 2,500",Male,78.0,>65,January,8.0,Did not complete high school,Managerial and Professional,No,30.0,More than 15,Yes,12.0,2.4849066497880004,Under $25,2.5,0.03450000000000001,-3.3667959549448225,0.2655,-1.3261404383001434,No,Highly satisfied,Married,9.0,Did not complete high school,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Multiple-Family,49.0,More than 25,1.0,Lease,Domestic,5.1000000000000005,Economy,Yes,No,Train/Subway,Public transportation,41.0,No,No,No,Yes,Yes,No,Yes,No,No,No,,Slightly conservative,No,Yes,No,Visa,None,None,No,38.0,More than 15,Mastercard,Other,Other,Yes,30.0,More than 15,5.0,136.93,7.0,199.76,Yes,Oatmeal,72.0,No,65.2,4.177459468932607,4636.6,8.441736618000792,No,0.0,,0.0,,No,0.0,,0.0,,Yes,20.0,2.995732273553991,1380.0,7.22983877815125,No,0.0,,0.0,,Yes,No,No,None,No,No,No,No,No,Yes,24.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,1.0
1056,6175-CLPXTL-KC5,Zone 4,"< 2,500",Male,21.0,18-24,September,16.0,Some college,"Precision Production, Craft, Repair",Yes,0.0,Less than 2,No,21.0,3.044522437723423,Under $25,24.3,1.1583809999999999,0.14702334058109992,3.944619,1.3723523716871193,No,Highly dissatisfied,Unmarried,,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Own,Single-family,2.0,Less than 3,0.0,,,,,,Yes,Bus,Public transportation,35.0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,Slightly liberal,No,No,No,American Express,Platinum,None,No,3.0,2 to 5,Visa,None,Airline miles,Yes,3.0,2 to 5,6.0,295.76,7.0,218.59,No,Cereal,27.0,No,7.55,2.0215475632609334,184.3,5.216564864675778,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,DSL,No,No,No,No,No,Yes,15.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,1.0
1057,1577-VXNSMP-M3E,Zone 5,"< 2,500",Female,38.0,35-49,March,16.0,Some college,Service,No,12.0,11 to 15,No,113.0,4.727387818712341,$75 - $124,2.9000000000000004,1.481204,0.39285527056677166,1.7957960000000002,0.5854483776825561,No,Highly satisfied,Married,17.0,College degree,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,9.0,8 to 15,4.0,Own,Import,62.800000000000004,Luxury,Yes,Yes,Car,Single occupancy,40.0,Yes,No,No,Yes,No,Yes,No,No,No,No,,Moderate,Yes,No,Yes,Visa,Other,Airline miles,No,20.0,More than 15,Discover,Other,Airline miles,Yes,21.0,More than 15,5.0,170.15,4.0,106.42,Yes,Energy bar,52.0,No,5.7,1.7404661748405046,319.75,5.767539440458952,No,0.0,,0.0,,Yes,40.8,3.708682081410116,2086.7,7.643339149739339,No,0.0,,0.0,,No,0.0,,0.0,,Yes,Yes,No,Dial-up,No,No,Yes,No,Yes,Yes,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,0.0
1058,1852-FJUREZ-J28,Zone 1,"50,000-249,999",Male,62.0,50-64,March,12.0,High school degree,"Operation, Fabrication, General Labor",Yes,24.0,More than 15,No,160.0,5.075173815233827,$125+,12.0,5.7984,1.7575820174264685,13.401599999999998,2.595374102813971,No,Somewhat satisfied,Married,13.0,High school degree,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Rent,Single-family,16.0,16 to 25,3.0,Own,Domestic,64.9,Luxury,No,Yes,Car,Single occupancy,23.0,Yes,No,No,No,Yes,No,No,No,No,Yes,,Moderate,No,No,No,American Express,Platinum,None,No,18.0,More than 15,Discover,Platinum,None,No,14.0,11 to 15,11.0,467.1,7.0,392.6,No,Cereal,40.0,No,13.45,2.598979106047848,530.85,6.274479495459582,Yes,59.0,4.07753744390572,2341.9,7.758717844697804,No,0.0,,0.0,,Yes,23.5,3.1570004211501135,880.0,6.779921907472252,No,0.0,,0.0,,Yes,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,17.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,1.0
1059,2670-UQJKZH-ZNG,Zone 5,"2,500-9,999",Female,63.0,50-64,January,17.0,College degree,Managerial and Professional,No,21.0,More than 15,Yes,14.0,2.6390573296152584,Under $25,7.5,0.21630000000000002,-1.5310889460231238,0.8337,-0.18188165356556932,No,Neutral,Unmarried,,,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,Own,Mobile Home,30.0,More than 25,2.0,Own,Import,6.5,Economy,Yes,Yes,Bus,Public transportation,32.0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,,Slightly conservative,No,No,No,Visa,None,Airline miles,Yes,14.0,11 to 15,Discover,Platinum,Cash back,Yes,16.0,More than 15,11.0,200.82,4.0,102.72,Yes,Oatmeal,36.0,No,11.95,2.4807312783775197,488.45,6.191237112098952,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,Yes,No,No,Dial-up,No,No,No,No,Yes,Yes,17.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1.0
1060,9834-TWWKKW-HCR,Zone 5,"< 2,500",Male,54.0,50-64,January,15.0,Some college,Service,No,13.0,11 to 15,No,97.0,4.574710978503383,$75 - $124,3.2,0.794624,-0.22988623218160226,2.3093760000000003,0.8369773581719273,No,Neutral,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,24.0,16 to 25,2.0,Own,Import,54.7,Luxury,Yes,Yes,Bus,Public transportation,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Conservative,Yes,Yes,Yes,American Express,Platinum,Other,Yes,28.0,More than 15,Mastercard,Other,None,No,20.0,More than 15,13.0,1088.9,6.0,582.66,Yes,Energy bar,61.0,No,16.85,2.8243506567983707,1050.6,6.957116708519861,Yes,22.75,3.1245651453969594,1456.95,7.284100488516449,No,0.0,,0.0,,Yes,14.5,2.6741486494265287,845.0,6.739336627357174,No,0.0,,0.0,,No,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,21.0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1.0
1061,4763-UVSQEC-EDO,Zone 4,"10,000-49,999",Female,59.0,50-64,December,13.0,High school degree,Sales and Office,No,6.0,6 to 10,No,46.0,3.828641396489095,$25 - $49,12.6,2.1213360000000003,0.7520460788776653,3.674664,1.301461699913525,No,Neutral,Unmarried,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Own,Mobile Home,21.0,16 to 25,7.0,Own,Domestic,17.400000000000002,Economy,No,Yes,Car,Single occupancy,33.0,Yes,No,No,No,Yes,No,No,Yes,No,No,,Liberal,Yes,No,Yes,Visa,None,Cash back,No,24.0,More than 15,Mastercard,Gold,Airline miles,No,18.0,More than 15,14.0,169.29,7.0,98.31,No,Energy bar,54.0,No,10.45,2.34660197841082,537.2,6.286370464649083,Yes,29.5,3.3843902633457743,1538.75,7.338725677498664,No,0.0,,0.0,,Yes,15.0,2.70805020110221,710.0,6.565264970035361,No,0.0,,0.0,,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,26.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1.0
1062,8896-WHEJJN-O7O,Zone 3,"< 2,500",Male,57.0,50-64,January,15.0,Some college,"Precision Production, Craft, Repair",Yes,21.0,More than 15,No,111.0,4.709530201312334,$75 - $124,15.299999999999999,1.0699290000000001,0.0675922911320283,15.913071,2.7671408469789176,No,Highly dissatisfied,Unmarried,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,33.0,More than 25,2.0,Own,Domestic,71.0,Luxury,No,No,Walk,Non-motorized,23.0,Yes,No,Yes,No,No,No,No,Yes,No,No,,Extremely conservative,Yes,Yes,Yes,Discover,Gold,None,No,16.0,More than 15,Visa,Gold,Airline miles,Yes,16.0,More than 15,8.0,199.01,4.0,109.09,No,Oatmeal,38.0,No,7.85,2.060513531794317,268.95,5.594525488719252,No,0.0,,0.0,,Yes,32.4,3.4781584227982836,1243.0,7.1252830915107115,No,0.0,,0.0,,Yes,17.5,2.8622008809294686,662.6,6.496171489865795,Yes,No,No,Dial-up,Yes,No,Yes,Yes,No,Yes,16.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1.0
1063,3900-KDRPVP-CCX,Zone 2,"2,500-9,999",Male,68.0,>65,June,16.0,Some college,Sales and Office,No,5.0,2 to 5,Yes,37.0,3.6109179126442243,$25 - $49,4.2,0.369852,-0.9946523533652066,1.184148,0.1690235286499649,No,Somewhat dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,38.0,More than 25,2.0,Own,Domestic,16.5,Economy,No,Yes,Walk,Non-motorized,31.0,No,No,No,Yes,No,No,No,Yes,No,Yes,,Conservative,No,No,No,American Express,Platinum,None,No,25.0,More than 15,Mastercard,Platinum,None,No,20.0,More than 15,9.0,236.18,4.0,104.29,Yes,Cereal,62.0,No,20.75,3.0325462466767075,1272.0,7.148345743900068,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,Yes,No,No,None,No,No,No,No,No,Yes,25.0,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1.0
1064,4517-HGJRML-44A,Zone 5,"> 250,000",Male,26.0,25-34,July,17.0,College degree,Sales and Office,Yes,0.0,Less than 2,No,43.0,3.7612001156935624,$25 - $49,2.4,0.5531520000000001,-0.5921224508519639,0.47884799999999994,-0.7363720596965109,No,Highly dissatisfied,Unmarried,,,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Rent,Multiple-Family,5.0,4 to 7,3.0,Own,Domestic,23.8,Standard,No,No,Car,Single occupancy,22.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Slightly conservative,No,No,No,American Express,None,Airline miles,Yes,2.0,2 to 5,Discover,Gold,Other,No,1.0,Less than 2,6.0,269.71,8.0,354.17,No,Cereal,6.0,Yes,5.2,1.6486586255873816,23.15,3.1419947805322432,Yes,26.25,3.2676659890376327,187.45,5.233512143181921,No,0.0,,0.0,,Yes,11.5,2.4423470353692043,65.0,4.174387269895637,Yes,24.05,3.1801349965517702,127.05,4.8445807097661735,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,0.0
1065,9343-WKHXRS-9B8,Zone 3,"2,500-9,999",Female,37.0,35-49,September,18.0,College degree,Managerial and Professional,No,2.0,2 to 5,No,102.0,4.624972813284271,$75 - $124,11.0,0.9200400000000001,-0.08333813162333359,10.29996,2.332140011732904,Yes,Highly dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,6.0,4 to 7,2.0,Own,Import,47.7,Luxury,No,Yes,Carpool,Multiple occupancy,19.0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Convenience,Conservative,Yes,No,Yes,Discover,Other,None,No,2.0,2 to 5,Mastercard,Gold,Airline miles,No,1.0,Less than 2,6.0,339.36,7.0,472.09000000000003,Yes,Energy bar,7.0,Yes,3.7,1.308332819650179,19.55,2.972975286431375,Yes,10.5,2.3513752571634776,72.05,4.277360322445531,Yes,43.65,3.776203282285611,238.1,5.472690753492817,No,0.0,,0.0,,Yes,38.55,3.6519561000093383,249.95,5.521260897859579,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.0
1066,6811-GXLFHF-AA2,Zone 1,"50,000-249,999",Female,42.0,35-49,February,11.0,Did not complete high school,Agricultural and Natural Resources,No,10.0,6 to 10,No,42.0,3.7376696182833684,$25 - $49,12.9,2.107602,0.7455508082992126,3.310398,1.1970684238523617,No,Highly dissatisfied,Married,11.0,Did not complete high school,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,16.0,16 to 25,3.0,Own,Domestic,22.3,Standard,No,Yes,Car,Single occupancy,20.0,Yes,No,No,No,No,No,No,Yes,No,No,,Slightly liberal,No,Yes,No,Visa,Platinum,Other,Yes,8.0,6 to 10,Mastercard,Gold,None,Yes,7.0,6 to 10,7.0,151.33,11.0,332.92,No,Cereal,17.0,No,4.75,1.55814461804655,80.65,4.390118804571218,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,No,No,No,Yes,18.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,1.0
1067,0616-WAHGED-HDU,Zone 5,"10,000-49,999",Male,48.0,35-49,May,14.0,High school degree,Sales and Office,No,4.0,2 to 5,No,92.0,4.5217885770490405,$75 - $124,16.1,4.3251040000000005,1.464436186337511,10.486896000000002,2.350126477762949,Yes,Somewhat satisfied,Married,15.0,Some college,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,5.0,4 to 7,4.0,Own,Domestic,52.300000000000004,Luxury,No,No,Car,Single occupancy,27.0,Yes,No,No,No,No,No,No,Yes,No,No,,Liberal,Yes,Yes,Yes,Discover,Platinum,Cash back,No,4.0,2 to 5,American Express,Other,Other,No,3.0,2 to 5,11.0,1104.94,4.0,408.08,Yes,Oatmeal,10.0,Yes,7.9,2.066862759472976,86.5,4.460144413937834,Yes,17.5,2.8622008809294686,199.5,5.295814236329918,No,0.0,,0.0,,Yes,17.5,2.8622008809294686,150.0,5.0106352940962555,Yes,28.85,3.3621099929541085,260.2,5.561450566078405,No,No,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,24.0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1.0
1068,5926-ZSEVEY-F73,Zone 5,"2,500-9,999",Male,27.0,25-34,September,13.0,High school degree,Managerial and Professional,No,3.0,2 to 5,No,33.0,3.4965075614664802,$25 - $49,10.4,0.5594159999999999,-0.580861896549659,2.872584,1.055211973133054,No,Somewhat dissatisfied,Unmarried,,,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,Rent,Multiple-Family,4.0,4 to 7,3.0,Own,Import,18.400000000000002,Economy,No,No,Car,Single occupancy,28.0,Yes,No,No,No,No,No,No,No,No,No,,Conservative,Yes,No,Yes,Visa,Platinum,Other,No,4.0,2 to 5,Mastercard,Other,Other,No,2.0,2 to 5,5.0,117.24000000000001,7.0,192.93,No,Energy bar,3.0,No,4.1,1.410986973710262,19.55,2.972975286431375,Yes,10.0,2.302585092994046,35.5,3.56953269648137,No,0.0,,0.0,,Yes,17.75,2.8763855159214247,35.0,3.5553480614894135,No,0.0,,0.0,,No,Yes,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,31.0,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0.0
1069,8176-RFURSX-GVJ,Zone 1,"50,000-249,999",Female,28.0,25-34,October,11.0,Did not complete high school,Service,No,7.0,6 to 10,No,27.0,3.295836866004329,$25 - $49,7.3,0.041391,-3.184691813088131,1.929609,0.6573173917189564,No,Neutral,Married,12.0,High school degree,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,6.0,4 to 7,2.0,Own,Import,10.600000000000001,Economy,Yes,Yes,Telecommute,Telecommute,28.0,Yes,No,No,No,No,No,No,No,No,Yes,Prices,Slightly conservative,No,No,Yes,Mastercard,None,Cash back,No,10.0,6 to 10,Visa,None,None,No,10.0,6 to 10,14.0,435.29,7.0,240.3,Yes,Energy bar,39.0,Yes,6.15,1.8164520818184267,243.2,5.493884150092012,Yes,37.0,3.6109179126442243,1429.95,7.265394757607697,No,0.0,,0.0,,Yes,13.0,2.5649493574615367,500.0,6.214608098422191,Yes,35.2,3.5610460826040513,1362.4,7.217003129348479,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,23.0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1.0
1070,2858-QGCFXO-7P0,Zone 4,"50,000-249,999",Female,48.0,35-49,January,16.0,Some college,Sales and Office,No,4.0,2 to 5,No,23.0,3.1354942159291497,Under $25,25.4,1.6182340000000002,0.4813354311707508,4.223766,1.440727147142177,Yes,Somewhat satisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Condominium/Townhouse,10.0,8 to 15,1.0,Own,Domestic,9.4,Economy,Yes,No,Walk,Non-motorized,20.0,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,,Slightly liberal,No,No,Yes,Visa,Platinum,Cash back,No,11.0,11 to 15,Discover,Other,Cash back,No,14.0,11 to 15,12.0,356.39,4.0,82.03,No,Energy bar,43.0,No,20.9,3.039749158970765,873.0,6.771935555839602,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,Yes,Yes,No,Cable modem,No,No,No,No,Yes,Yes,27.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1.0
1071,4297-QGKHSA-LDY,Zone 2,"2,500-9,999",Female,40.0,35-49,December,11.0,Did not complete high school,Managerial and Professional,No,2.0,2 to 5,No,27.0,3.295836866004329,$25 - $49,13.0,2.05686,0.72118054807265,1.4531400000000003,0.373726732320952,No,Neutral,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,12.0,8 to 15,3.0,Own,Import,16.5,Economy,No,No,Car,Single occupancy,25.0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,Moderate,No,No,No,Other,None,Other,No,22.0,More than 15,Mastercard,Platinum,None,Yes,17.0,More than 15,12.0,266.95,4.0,161.6,Yes,Energy bar,57.0,No,13.8,2.624668592163159,739.55,6.6060418931173785,No,0.0,,0.0,,No,0.0,,0.0,,Yes,7.0,1.9459101490553132,435.0,6.075346031088684,No,0.0,,0.0,,No,No,No,None,No,No,No,No,No,Yes,26.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1.0
1072,5861-QRWWMH-FOW,Zone 2,"> 250,000",Female,61.0,50-64,May,21.0,Post-undergraduate degree,Sales and Office,No,4.0,2 to 5,No,42.0,3.7376696182833684,$25 - $49,18.4,4.064928,1.4023960306657897,3.6630719999999997,1.2983021396231562,No,Neutral,Unmarried,,,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,Rent,Multiple-Family,28.0,More than 25,3.0,Own,Domestic,17.5,Economy,No,No,Car,Single occupancy,30.0,Yes,No,No,No,No,No,No,Yes,No,No,,Moderate,Yes,No,No,Discover,Platinum,Cash back,No,19.0,More than 15,Mastercard,Platinum,None,Yes,8.0,6 to 10,9.0,142.21,7.0,115.25,Yes,Energy bar,32.0,No,14.8,2.6946271807700692,468.15,6.1487887573848985,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,No,No,No,Yes,21.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,0.0
1073,0082-NSSEDJ-QLZ,Zone 5,"50,000-249,999",Male,34.0,25-34,November,16.0,Some college,Service,No,8.0,6 to 10,No,50.0,3.912023005428146,$50 - $74,7.6,0.9006,-0.10469407111466583,2.8994,1.06450381903466,No,Neutral,Unmarried,,,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,Rent,Multiple-Family,11.0,8 to 15,7.0,Own,Import,23.400000000000002,Standard,Yes,No,Car,Single occupancy,19.0,Yes,No,No,No,No,No,Yes,Yes,No,No,Prices,Slightly conservative,Yes,No,No,American Express,Gold,None,No,3.0,2 to 5,Discover,Platinum,Cash back,No,3.0,2 to 5,10.0,618.23,6.0,241.55,Yes,Cereal,12.0,Yes,4.4,1.4816045409242156,42.8,3.756538102587751,Yes,12.0,2.4849066497880004,142.45,4.958991060943918,Yes,25.95,3.2561716096118976,276.9,5.623656430176916,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,Cable modem,No,No,No,No,Yes,Yes,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.0
1074,3757-RXQZKA-3PB,Zone 2,"50,000-249,999",Female,75.0,>65,April,11.0,Did not complete high school,Managerial and Professional,Yes,8.0,6 to 10,Yes,15.0,2.70805020110221,Under $25,9.8,0.36602999999999997,-1.0050399817267845,1.10397,0.09891277357264253,No,Somewhat satisfied,Unmarried,,,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,Rent,Single-family,30.0,More than 25,4.0,Own,Import,8.700000000000001,Economy,Yes,No,Car,Single occupancy,18.0,Yes,No,No,No,No,No,No,No,No,No,,Liberal,Yes,Yes,Yes,Visa,Gold,Cash back,No,8.0,6 to 10,Discover,Gold,Other,Yes,9.0,6 to 10,8.0,129.71,6.0,199.36,No,Oatmeal,22.0,No,7.5,2.0149030205422647,172.5,5.150397236471415,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,No,No,No,Yes,22.0,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0
1075,8057-OLFUBF-NJY,Zone 2,"50,000-249,999",Female,31.0,25-34,April,14.0,High school degree,Sales and Office,No,1.0,Less than 2,No,40.0,3.6888794541139363,$25 - $49,27.900000000000002,6.03756,1.7979999568175093,5.12244,1.633630888031573,Yes,Neutral,Married,9.0,Did not complete high school,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Own,Condominium/Townhouse,8.0,8 to 15,1.0,Own,Domestic,29.5,Standard,No,No,Carpool,Multiple occupancy,26.0,Yes,No,Yes,No,No,No,Yes,No,No,No,,Slightly liberal,Yes,No,Yes,American Express,None,None,No,6.0,6 to 10,Discover,Other,None,No,4.0,2 to 5,10.0,515.44,6.0,253.26000000000002,Yes,Oatmeal,24.0,No,4.55,1.5151272329628591,115.75,4.751432692966343,Yes,20.0,2.995732273553991,468.7,6.14996290492866,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,15.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1.0
1076,3232-SAGNKW-09U,Zone 5,"50,000-249,999",Female,40.0,35-49,July,12.0,High school degree,Agricultural and Natural Resources,No,17.0,More than 15,No,71.0,4.2626798770413155,$50 - $74,11.600000000000001,2.9402520000000005,1.0784952919630453,5.295748,1.6669042344210252,No,Neutral,Unmarried,,,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Own,Condominium/Townhouse,9.0,8 to 15,1.0,Own,Domestic,32.0,Standard,Yes,No,Carpool,Multiple occupancy,17.0,No,No,Yes,No,Yes,No,Yes,No,No,No,,Moderate,No,No,No,Mastercard,Other,None,Yes,15.0,11 to 15,Visa,Platinum,Other,No,7.0,6 to 10,9.0,226.58,6.0,169.83,Yes,Cereal,20.0,No,6.5,1.8718021769015913,139.8,4.94021282979971,Yes,17.0,2.833213344056216,300.15,5.704282349697852,Yes,37.45,3.6230067099632284,698.6,6.549078332372732,Yes,8.25,2.1102132003465894,140.0,4.941642422609304,Yes,47.15,3.8533340090794663,852.65,6.748349146758923,No,Yes,Yes,None,Yes,Yes,Yes,No,Yes,Yes,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.0
1077,7527-GRDEGA-M5T,Zone 1,"> 250,000",Male,66.0,>65,May,10.0,Did not complete high school,Managerial and Professional,No,14.0,11 to 15,No,88.0,4.477336814478207,$75 - $124,15.4,2.7646079999999995,1.0168988527717777,10.787392,2.3783780447719445,No,Somewhat dissatisfied,Married,11.0,Did not complete high school,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Own,Single-family,28.0,More than 25,2.0,Own,Domestic,47.6,Luxury,No,No,Car,Single occupancy,15.0,Yes,No,No,No,Yes,No,No,No,No,Yes,,Conservative,No,Yes,No,American Express,None,Cash back,No,22.0,More than 15,Visa,None,Cash back,No,17.0,More than 15,16.0,835.61,1.0,53.89,No,Oatmeal,46.0,No,14.6,2.681021528714291,649.65,6.4764337563287455,Yes,38.0,3.6375861597263857,1715.5,7.447459862298504,No,0.0,,0.0,,Yes,19.25,2.9575110607337933,800.0,6.684611727667927,No,0.0,,0.0,,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,18.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,1.0
1078,7610-MZWISR-QEB,Zone 5,"< 2,500",Male,31.0,25-34,October,16.0,Some college,Sales and Office,No,1.0,Less than 2,No,23.0,3.1354942159291497,Under $25,9.8,0.592802,-0.5228948311867878,1.661198,0.5075390288247841,No,Somewhat satisfied,Married,16.0,Some college,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,5.0,4 to 7,1.0,Own,Domestic,10.0,Economy,No,Yes,Carpool,Multiple occupancy,31.0,No,No,Yes,No,No,No,No,No,No,No,,Liberal,No,Yes,Yes,American Express,Gold,Cash back,Yes,13.0,11 to 15,Visa,None,None,No,13.0,11 to 15,6.0,478.89,5.0,363.31,Yes,Energy bar,38.0,Yes,8.45,2.134166441369082,321.85,5.774085598498625,No,0.0,,0.0,,Yes,45.0,3.8066624897703196,1674.45,7.4232400321288505,No,0.0,,0.0,,Yes,24.25,3.188416617383492,905.65,6.808652917938925,Yes,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes,16.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1.0
